source_row,source_kind,work_name,zone_code,zone_name,source_label,activity_name,source_resolution_status,normalization_note,mapping_status,match_level,mapping_note,timing_status,start_day,finish_day,elapsed_span_days,duration_basis,timing_basis,baseline_version,baseline_commit_sha,source_register_commit_sha,matched_activity_count,matched_activity_ids,critical_exposure,critical_exposure_note,network_basis
"40","PHYSICAL_SCOPE","งานระบบไฟฟ้าสื่อสาร","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","อาคารผลิตน้ำประปา","อาคารผลิตน้ำประปา","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","575","773","199","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","6","P01-A26-ELE1;P01-A26-ICT1;P01-A26-EX02;P01-A26-ELE2;P01-A26-ICT2;P01-A26-CTST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"42","PHYSICAL_SCOPE","งานระบบไฟฟ้าสื่อสาร","B","โซนพักค้างคืน 1 (zone B)","งานห้องน้ำ","งานห้องน้ำ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","630","750","121","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","5","P01-B31-ELE1;P01-B31-ICT1;P01-B31-ELE2;P01-B31-ICT2;P01-B31-ETST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"44","PHYSICAL_SCOPE","งานระบบไฟฟ้าสื่อสาร","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่ต้อนรับ","โซนพื้นที่ต้อนรับ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","660","789","130","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","5","P01-C41-ELE1;P01-C41-ICT1;P01-C41-ELE2;P01-C41-ICT2;P01-C41-ETST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"45","PHYSICAL_SCOPE","งานระบบไฟฟ้าสื่อสาร","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่บ้านเต็นท์","โซนพื้นที่บ้านเต็นท์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","650","870","221","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","15","P01-C42A-ELE1;P01-C42A-ICT1;P01-C42B-ELE1;P01-C42B-ICT1;P01-C42A-ELE2;P01-C42A-ICT2;P01-C42C-ELE1;P01-C42C-ICT1;P01-C42A-ETST;P01-C42B-ELE2;P01-C42B-ICT2;P01-C42B-ETST;P01-C42C-ELE2;P01-C42C-ICT2;P01-C42C-ETST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"47","PHYSICAL_SCOPE","งานระบบไฟฟ้าสื่อสาร","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 3","โซนศึกษาธรรมชาติ 3","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","611","874","264","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-D53-CTRL;P01-D53-ELE","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"50","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนทางเข้า-ออก หลัก","โซนทางเข้า–ออกหลัก","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","229","295","67","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","1","P01-A21-UTIL","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"51","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","511","814","304","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A23-PLB1;P01-A23-SAN;P01-A23-PTST","CONTAINS_ZERO_FLOAT_DETAIL","มีอย่างน้อยหนึ่งกิจกรรมรายละเอียดที่อ้างอิงอยู่บนเส้น Total Float = 0; ไม่ได้หมายความว่า Summary bar ทั้งช่วงเป็น Critical Path","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"52","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารร้านอาหารและร้านกาแฟ","โซนอาคารร้านอาหารและร้านกาแฟ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","530","742","213","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A24-PLB1;P01-A24-SAN;P01-A24-PTST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"53","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารประชุม และอเนกประสงค์","โซนอาคารประชุม และอเนกประสงค์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","565","758","194","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-A25-PLB1;P01-A25-SAN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"54","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","อาคารผลิตน้ำประปา","อาคารผลิตน้ำประปา","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","575","751","177","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-A26-PLB1;P01-A26-SAN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"56","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","B","โซนพักค้างคืน 1 (zone B)","งานห้องน้ำ","งานห้องน้ำ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","630","750","121","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-B31-PLB1;P01-B31-SAN;P01-B31-PTST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"58","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่ต้อนรับ","โซนพื้นที่ต้อนรับ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","660","789","130","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-C41-PLB1;P01-C41-SAN;P01-C41-PTST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"59","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่บ้านเต็นท์","โซนพื้นที่บ้านเต็นท์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","650","870","221","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","9","P01-C42A-PLB1;P01-C42B-PLB1;P01-C42A-SAN;P01-C42C-PLB1;P01-C42A-PTST;P01-C42B-SAN;P01-C42B-PTST;P01-C42C-SAN;P01-C42C-PTST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"61","PHYSICAL_SCOPE","งานระบบสุขาภิบาลและป้องกันอัคคีภัย","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 3","โซนศึกษาธรรมชาติ 3","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","679","787","109","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","1","P01-D53-UTIL","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"64","PHYSICAL_SCOPE","งานระบบปรับอากาศและระบายอากาศ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนทางเข้า-ออก หลัก","โซนทางเข้า–ออกหลัก","CLEAN","","TBC","TIMING_TBC","Baseline ที่ตรึงไว้ไม่มีหมวดงานระบบปรับอากาศและระบายอากาศเฉพาะสำหรับโซนทางเข้า–ออกหลัก จึงไม่สมมติช่วงเวลาแทนทีม","TBC_TEAM_CONFIRMATION","","","","TBC","NOT_ASSIGNED","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","0","","NOT_ASSESSED_TBC","ยังไม่ประเมินจนกว่าทีมจะยืนยัน Package และช่วงเวลา","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"65","PHYSICAL_SCOPE","งานระบบปรับอากาศและระบายอากาศ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","520","814","295","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A23-HV1;P01-A23-HV2;P01-A23-HTST","CONTAINS_ZERO_FLOAT_DETAIL","มีอย่างน้อยหนึ่งกิจกรรมรายละเอียดที่อ้างอิงอยู่บนเส้น Total Float = 0; ไม่ได้หมายความว่า Summary bar ทั้งช่วงเป็น Critical Path","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"66","PHYSICAL_SCOPE","งานระบบปรับอากาศและระบายอากาศ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารร้านอาหารและร้านกาแฟ","โซนอาคารร้านอาหารและร้านกาแฟ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","537","742","206","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","3","P01-A24-HV1;P01-A24-HV2;P01-A24-HTST","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"67","PHYSICAL_SCOPE","งานระบบปรับอากาศและระบายอากาศ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารประชุม และอเนกประสงค์","โซนอาคารประชุม และอเนกประสงค์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","572","765","194","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-A25-HV1;P01-A25-HV2","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"68","PHYSICAL_SCOPE","งานระบบปรับอากาศและระบายอากาศ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","อาคารผลิตน้ำประปา","อาคารผลิตน้ำประปา","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","581","758","178","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-A26-HV1;P01-A26-HV2","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"70","PHYSICAL_SCOPE","งานระบบปรับอากาศและระบายอากาศ","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่ต้อนรับ","โซนพื้นที่ต้อนรับ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","664","779","116","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","2","P01-C41-HV1;P01-C41-HV2","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"71","PHYSICAL_SCOPE","งานระบบปรับอากาศและระบายอากาศ","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่บ้านเต็นท์","โซนพื้นที่บ้านเต็นท์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","654","861","208","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","6","P01-C42A-HV1;P01-C42B-HV1;P01-C42A-HV2;P01-C42C-HV1;P01-C42B-HV2;P01-C42C-HV2","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"74","PHYSICAL_SCOPE","งานตกแต่งภายใน","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนทางเข้า-ออก หลัก","โซนทางเข้า–ออกหลัก","CLEAN","","TBC","TIMING_TBC","Baseline ที่ตรึงไว้ไม่มีหมวดงานตกแต่งภายในเฉพาะสำหรับโซนทางเข้า–ออกหลัก จึงไม่ใช้ช่วงรวมทั้งโซน","TBC_TEAM_CONFIRMATION","","","","TBC","NOT_ASSIGNED","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","0","","NOT_ASSESSED_TBC","ยังไม่ประเมินจนกว่าทีมจะยืนยัน Package และช่วงเวลา","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"75","PHYSICAL_SCOPE","งานตกแต่งภายใน","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","609","800","192","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","8","P01-A23-WFIN;P01-A23-DRW;P01-A23-FLR;P01-A23-CEIL;P01-A23-EX01;P01-A23-PNT;P01-A23-EX02;P01-A23-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"76","PHYSICAL_SCOPE","งานตกแต่งภายใน","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารร้านอาหารและร้านกาแฟ","โซนอาคารร้านอาหารและร้านกาแฟ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","599","730","132","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","6","P01-A24-WFIN;P01-A24-DRW;P01-A24-FLR;P01-A24-CEIL;P01-A24-PNT;P01-A24-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"77","PHYSICAL_SCOPE","งานตกแต่งภายใน","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารประชุม และอเนกประสงค์","โซนอาคารประชุม และอเนกประสงค์","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","636","769","134","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","6","P01-A25-WFIN;P01-A25-DRW;P01-A25-FLR;P01-A25-CEIL;P01-A25-PNT;P01-A25-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"79","PHYSICAL_SCOPE","งานตกแต่งภายใน","B","โซนพักค้างคืน 1 (zone B)","งานห้องน้ำ","งานห้องน้ำ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","669","743","75","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","6","P01-B31-WFIN;P01-B31-DRW;P01-B31-FLR;P01-B31-CEIL;P01-B31-PNT;P01-B31-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"81","PHYSICAL_SCOPE","งานตกแต่งภายใน","C","โซนพักค้างคืน 2 (zone C)","โซนพื้นที่ต้อนรับ","โซนพื้นที่ต้อนรับ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","702","782","81","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","6","P01-C41-WFIN;P01-C41-DRW;P01-C41-FLR;P01-C41-CEIL;P01-C41-PNT;P01-C41-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"83","PHYSICAL_SCOPE","งานตกแต่งภายใน","D","โซนพื้นที่ศึกษาธรรมชาติ (zone D)","โซนศึกษาธรรมชาติ 3","โซนศึกษาธรรมชาติ 3","CLEAN","","TBC","TIMING_TBC","Baseline ที่ตรึงไว้ไม่มีหมวดงานตกแต่งภายในเฉพาะสำหรับโซนศึกษาธรรมชาติ 3 จึงไม่ใช้ช่วงรวมทั้งโซน","TBC_TEAM_CONFIRMATION","","","","TBC","NOT_ASSIGNED","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","0","","NOT_ASSESSED_TBC","ยังไม่ประเมินจนกว่าทีมจะยืนยัน Package และช่วงเวลา","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"86","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนทางเข้า-ออก หลัก","โซนทางเข้า–ออกหลัก","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","323","365","43","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","1","P01-A21-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
"87","PHYSICAL_SCOPE","งานครุภัณฑ์จัดจ้างหรือสั่งทำ","A","โซนพิพิธภัณฑ์มรดกโลกห้วยขาแข้ง (zone A)","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","โซนอาคารรับรอง อาคารพิพิธภัณฑ์และนิทรรศการ","CLEAN","","CONFIRMED","AREA_AND_WORK_EXACT","จับคู่โซนย่อยและหมวดงานกับกิจกรรมรายละเอียดใน Baseline","MAPPED_ELAPSED_SPAN","669","800","132","ELAPSED_SPAN_NOT_WORK_EFFORT","DERIVED_FROM_PINNED_BASELINE","v0.8.2","fef660d14ae8ddecda66af3980cee939ac72c84d","1405af254e0ffb590455de45170cbcf25d38790c","4","P01-A23-EX01;P01-A23-EX02;P01-A23-EX03;P01-A23-FURN","NONE","ไม่พบกิจกรรมรายละเอียดที่อ้างอิงซึ่งมี Total Float = 0","SUMMARY_VIEW_NO_INDEPENDENT_CPM_NETWORK"
